prompt,Response,Reviewer-2
,"By using the concept of multitaskingin. 
operating system multitasking allows the user to perform more than one task at a time.Operating system  is able to keep the track of where you are in these  tasks and go from one another without losing information",
Difference between single processor and multiprocessor operating systems?,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",
,Throughput of multiprocessor is more than single processor system,
,"In single processor, One task can run at a time, In multiple processor, multiple tasks run concurrently ",
,"Single processing can be more expensive then multiprocessor
Throughput of multiprocessor is more than single process
Single process system are less reliable",
,"In single processor, only 1 task must be performed at a given time. 
But in multiprocessor, we can run more than 1 tasks at a given time. ",
,"single processor will allocate resources to only one process at a time , multiprocessor can allocate resources to many processes at a time",
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.

Single processor systems use different controllers for completing special tasks. On the other hand, multiprocessor systems have many processors that can perform different tasks.

Single processor systems can be more expensive than multiprocessor systems. ",
,In multi processor system if one processor fails the system wont halt. ,
,"Single processor takes more run time to process a program whereas multiprocessor takes less run time to process a program.
Single processor can handle only one task at a time whereas multiprocessor can handle multiple tasks.
Single processor has less resource management compared to multiprocessor OS",
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ,
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors,
,"1)Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2)Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
3)Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.",
,"1)Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2)Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
3)Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.",
,"Single processor:
Single processor system contains only one processor while multiprocessor systems may contain two or more processors
Multiprocessor:
 multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",
,"Single processor mainly used in mobiles , tabs etc
Multiprocessor mainly used in computer and laptops",
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.,
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",
,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows −

1)Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2)Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
3) Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
4) It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
5) Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
6) Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
7) Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",
,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows :-

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated..",
,"If a System contains only one processor for processing than it is called single processor system.
If a System contains two or more than two processors for processing than it is called multiprocessor system.",
,Single processor contains only one processor where as multiprocessor contain two or more processors so that multiprocessor have many processors so that it can perform multiple tasks at a time.,
,"A multiprocessor system contains more than one such CPU, allowing them to work in parallel. This is called SMP, or Symmetric MultiProcessing. A multicore CPU has multiple execution cores on one CPU.",
,single processor contains one processor where as multiprocessor contains two or more processors.,
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors,
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,Single processor system contains only one processor while multiprocessor systems may contain two or more processor.,
,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks.",
,Single means one multy means more than one,
,Single processor is can run only one process at a time whereas multiprocessor does more than one process,
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.",
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,Single processor system contains one processor multiproccser contains many processors,
,"->Single processor system contains only one processor
 ->Multiprocessor systems may contain two or more processors.
•On the other hand, multiprocessor systems have many processors that can perform different tasks.
•This can be done in symmetric or asymmetric multiprocessing.",
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.

On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",
,Multiprocessor is a system with two or more central processing units (CPUs) that is capable of performing multiple tasks where as a multicomputer is a system with multiple processors that are attached via an interconnection network to perform a computation task.,
,In single processor we use cpu only one time but in multiprocessor utilization of cpu is maximum. ,
,Single processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA(Direct memory access) controller.,
,"Multiprocessor perform multi tasks at a time
Single processor perform only perform one process ",
,Single processors system can contain only one processor while multiple processors it contains two or more processors on the other hand multiprocessor system have many processors that can perform different tasks,
,"1.Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2.Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. 
3.Single processor systems can be more expensive than multiprocessor systems.
4.It is easier to design a single processor system as compared to a multiprocessor system. 
5.Throughput of a multiprocessor system is more than a single processor system. 
6.Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
7.Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.",
,Single processor means computer with one processor and multiprocessor means computer having multiple number of processsors,
,"A single processor system contains only one processor While multi process system may contain two or more processor.
It is easier to design a single processor system as compared to a multiprocessor system.
Throughput of a multiprocessor system is more than a single processor system.",
,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows −

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.

Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.

Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.

It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.

Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.

Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.

Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",
,"Single processor - 1. Only one processor
2.one task at a time
3.easy to design
4. Failures (other system can't take up the process automatically)
5.less throughput.

Multi processor - 1. More than one processor
2.multiple tasks at once
3.difficult to design when compared to single processor
4.efficient  Failure handling - reliable
5. More throughput.",
,Single processor contains only 1 processor and multiple processor contain more than 1 processor ,
,"SINGLE PROCESSOR:-
1.System contains only one processor. 
2.The system contains a single processor and only one process can be executed at a time.
3.Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) 
MULTIPROCESSOR:-
1.One computer with multiple processors.
2.Multiprocessor systems have many processors that can perform different tasks.
3.It is tough to desing multiprocessor system.",
,"Single processor system contains only one processor while multi processor system may contain two are more processors on the other hand ,multiprocessor system have many processors that can perform different tasks. This can be done in symmetric or asymmetric multi processing .",
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks",
,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows −

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. 
Throughput of a multiprocessor system is more than a single processor system. However
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",
,"1.Single processor system contains only one  processor. 
Multiprocessor systems may contain two or more processors. 
2.It is easier to design a single processor system as compared to a multiprocessor system. 
3.Most modern personal computers are single processor systems while multiprocessors are used in niche systems only. ",
,"Single processor operating system  contains one processor,where multiprocessor operating system contains one or many processors",
,"1.) In single processor, there is only one main CPU capable of executing instructions. , in multiprocessor OS has two or more  sharing the memory. 

2.) Single processor OS is expensive, whereas multiprocessor OS is cheaper. 

3.) Single processor system is less reliable, whereas multiprocessor system is more reliable. 
",
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.,
,Single processor contain only one processor and multipocessor contains two or more processors.,
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.,
,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows −

1. Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
2. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
3. Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
4. It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
5. Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
6. Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",
,"Single processor Perform single task at a time , while multiprocessor  perform more than one  ||  speed of execution is low in single processor when compared to multiprocessor  ||  power consumption is high and resources usage low in single processor compares to multiprocessor",
,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows −

• Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
• Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
• Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
• It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
• Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
• Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
• Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",
,Where single  processor system contain only one procerssor where multiprocessor system contain multiple processors where multiple task can perform at a time. ,
,Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,
,"A single processor  combines two or more processors on a single chip 
  In multiprocessor system each processor share  main memory and input output devices",
,Single processor system contain only one processor while multiprocessor system may contain two or more processor.,
,Single process ante rod single like Me multiprocessor ante like My frnds have many accounts 💕,
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.,
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
",
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,
,"Two or more processors or CPUs present in same computer, sharing system bus, memory and I/O is called MultiProcessing System. It allows parallel execution of different processors. These systems are reliable since failure of any single processor does not affect other processors. A quad-processor system can execute four processes at a time while an octa-processor can execute eight processes at a time. The memory and other resources may be shared or distributed among processes.


A processor that has more than one core is called Multicore Processor while one with single core is called Unicore Processor or Uniprocessor. Nowadays, most of systems have four cores (Quad-core) or eight cores (Octa-core). These cores can individually read and execute program instructions, giving feel like computer system has several processors but in reality, they are cores and not processors. Instructions can be calculation, data transferring instruction, branch instruction, etc. Processor can run instructions on separate cores at same time. This increases overall speed of program execution in system. Thus heat generated by processor gets reduced and increases overall speed of execution.",
,"Single processor: 
          In single processor system contains only one processor while multiprocessor systems may contain two or more processors. ... On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing",
,"No.of processors, memory management, expensive ness",
,"Single processor contains only one processor
Multi processor contains two or more processors",
,"A single processor system contains only one processor.so only one process can execute at a time and process is selected by ready queue.
A multiprocessor contains two or more processors so multiprocessor can be executed simultaneously.",
,"Single processor system contains only one processor, and uses different controllers for completing special tasks, while multiprocessor system may contain 2 or more processor and have many processors that perform different tasks.",
,Single processor performs just one task where multiprocessor performs multiple tasks. ,
,"In Single processor systems system gets halt if the processor fails whereas in multi processor systems is the processor fails ,the system will not halt",
,"1.single processing has one processor where as multi has more than 1
2.multi processor can perform different tasks on different processes where as single processor wont
3.mutli processor has asymmetric and symmetric multiprocessing but single processor dont",
,"Single processor contains single processor
Multi processor contains two or more processors",
,Single processor system contains only one processor while multiprocessor systems may Contin two or more processors .,
,"Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
On the other hand, multiprocessor systems have many processors that can perform different tasks.",
,Single processor contains only one processor but multi processor contains more than one processor to execute the tasks,
,"Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. On the other hand, multiprocessor systems have many processors that can perform different tasks.",
,Single processor have only one processor and multi processor hav two or more processor,
,"Single processor operating systems contain only single processor.
But when compered to single processor operating systems,multiple processor operating systems has more  processor.",
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.
But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,"Single processor has only one actual processor while multiprocessor has more than one processor
Single processor use different controllers of completing special task such as DMA controller but multiprocessor system have many processors that can perform different tasks. 
Single processor system is easier to design than multiprocessor system",
,In single processor system can execute only single task at a time whereas multiprocessor  system can execute multiple tasks at a time.,
,Differences Between Single Processor and Multiprocessor Systems. Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,
,"->in single processor the whole work of system should be managed by it.
->in multiprocessor the whole work of the system is divided with in the processors and done it quickly.",
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors.multiprocessor with multi processor can perform tasks. ,
,Single processor contains only one processor while multi processor system may contain two or more processors.,
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller.,
,"1)Single processor system contains only one processor while multiprocessor system may contain two or more processors.
2) single processor can be more expensive than multiprocessor system.
3) it is easier to design a single processor system as compared to a multi processor system.",
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.
But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,"SINGLE PROCESSOR: A single processor system contains only one processor. 
MULTIPROCESSOR:  But multi processors contains two or more processors so multiple applications can be executed simultaneously.",
,"single processor system has only one processor whereas multi processor OS has two or more processors.
single processor performs only one process at a time. multi processor performs several tasks at time.",
,A single processor contains only one processor which can execute only one program at a time. But multi processor contains two or more processor.,
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.
Single processor systems can be more expensive than multiprocessor systems. If n processor multiprocessor system is available, it is cheaper than n different single processor systems because the memory, peripherals etc. are shared.
It is easier to design a single processor system as compared to a multiprocessor system. This is because all the processors in the multiprocessor system need to be synchronized and this can be quite complicated.
Throughput of a multiprocessor system is more than a single processor system. However, if the throughput of n single processor systems is T then the throughput of n processor multiprocessor system will be less than T.
Single processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.
Most modern personal computers are single processor systems while multiprocessors are used in niche systems only.",
,"Single microprocessor uses single memory 
Single processor can be executed at a time
Single processor uses dma
Multiple microprocessor uses multiple memory 
Multiple microprocessor can execute multiple process
Multiple microprocessor where 2 identical processors share single main memory ",
,Single processor perform single task where as multiprocessor perform multiple task,
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ,
,Single processor systems use different controllers for completing special tasks and have such as direct memory access one processor and multiprocessor systems have many processors that perform different tasks and have more processor ,
,"1. In single processor os, one task can be executed by the cpu at a time. Whereas, multiple tasks can be executed in multiprocessor os.
2. In multiprocessor os, RTOS are used to execute tasks Whereas, ISR's are used instead of RTOS in single processor os .
",
,Single processer system contains only one processor where multiprocessor system contains more than one. A single processer performs the only process at a given time and it carries out the next process in the queue after tha given process whereas multiprocessor can process multiple tasks at a time.,
,Single processor system contains only one processor while microprocessor systems may contain two or more processors. Microprocessor have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing. ,
,"Single-Processor Operating System :
On a single processor system, there is only one main CPU which is capable of executing a general-purpose instruction set, including instructions from user.

Multiprocessor Operating System :
It may contain two or more processors. Multiprocessors systems have many processors that can perform different tasks.",
,"There are many differences between single processor and multiprocessor systems.Some of these are illustrated as follows −

Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessingSingle processor systems are less reliable than multiprocessor systems because if the processor fails for some reason then system cannot work. In multiprocessor systems, even if one processor fails than the rest of the processors can pick up the slack. At most the throughput of the system decreases a little.",
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors
Single processor systems can be more expensive than multiprocessor systems
Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.",
,"Single processor system contains only one processor.Single processor systems use different controllers for completing special tasks such as DMA (Direct Memory Access) Controller. On the other hand, multiprocessor systems have many processors that can perform different tasks. This can be done in symmetric or asymmetric multiprocessing.multiprocessor systems may contain two or more processors.
Single processor systems can be more expensive than multiprocessor systems",
,Single processor system contains only one processor while multiprocessor systems may contain two or more processors. ,
,Single processor system contains only one processor and performs single task wheras multi processors contains 2 or more processors and can perform different tasks.,
,Single processor system consists only one processor while multi processor systems may contain two or more processors.,
,"A single processor system contains only one processor.One process can be executed at a time. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.
Multi processors contains two or more processors so multiple processes can be executed. processors can perform different tasks by symmetric or asymmetric processing.",
,"Single processor system contains only one processor,only one process cane be executed at an instance. Whereas multi processor contain two or more processors, multiple applications can be executed.",
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,Single processor system contains only one processor while multiprocessor system may contain two or more processor.,
,Single processor contains only one processer wher as multi processer will consist of more then one processer by which it can handle more then process at a time where as in single process it's  time is shared among all,
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,Single processer have only one processor with multiple systems. whereas Multiprocessor contains two or more that perform different tasks. ,
,"A single processor system contains only one processor. So only one process can be executed at a time and then the process is selected from the ready queue. Even if there are multiple applications need to be executed, since the system contains a single processor and only one process can be executed at a time.

But multi processors contains two or more processors so multiple applications can be executed simultaneously. There can be two main types of symmetric or asymmetric multiprocessing which helps many processors can perform different tasks.",
,Single processor system contains only one processor while multi processor systems may contain two more processor ,
,"Single processor contains only one processor
Multi processor contains two or more processors ",
,Single Processor system contains only one processor system Multiprocessor system may contain two or more processor single processor used different controllers for completing special task such as DMA controller single processor system is more expensive than Multiprocessor system. ,
,"Single processor system contains only one processor while multiprocessor systems may contain two or more processors.
Single processor systems can be more expensive than multiprocessor systems.
Throughput of a multiprocessor system is more than a single processor system. ",
